set_id,directory,method,normalised,log1p,scaled,time_seconds,absolute,corr_penalty,data_path,dataset,fraction_seed,gene_subset,n,n_pcs,obs_fraction,obs_key,penalty_keys,rankby_abs,seed,variance_scaled
genesets_1_18,./results/,random,False,False,False,0.0015001900010247482,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,3857,
genesets_1_19,./results/,random,False,False,False,0.0015948540003591916,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,3970,
genesets_1_20,./results/,random,False,False,False,0.0015314970005420037,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,5611,
genesets_1_21,./results/,random,False,False,False,0.0015254440004355274,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,3273,
genesets_1_22,./results/,random,False,False,False,0.0015558229988528183,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,5822,
genesets_1_23,./results/,random,False,False,False,0.0015000570001575397,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,1938,
genesets_1_24,./results/,random,False,False,False,0.0015647569998691324,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,6780,
genesets_1_25,./results/,random,False,False,False,0.0014988120001362404,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,6890,
genesets_1_26,./results/,random,False,False,False,0.001507917000708403,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,3301,
genesets_1_27,./results/,random,False,False,False,0.0016422860007878626,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,9444,
genesets_1_28,./results/,random,False,False,False,0.0015433650005434174,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,7135,
genesets_1_29,./results/,random,False,False,False,0.0016059919998951955,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,5585,
genesets_1_30,./results/,random,False,False,False,0.0016580539995629806,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,7793,
genesets_1_31,./results/,random,False,False,False,0.001527348000308848,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,7609,
genesets_1_32,./results/,random,False,False,False,0.0015934709990688134,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,2835,
genesets_1_33,./results/,random,False,False,False,0.0014803810008743312,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,571,
genesets_1_34,./results/,random,False,False,False,0.0014795839997532312,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,4000,
genesets_1_35,./results/,random,False,False,False,0.0015173840001807548,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,8571,
genesets_1_36,./results/,random,False,False,False,0.0015290709998225793,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,397,
genesets_1_37,./results/,random,False,False,False,0.0014833589993941132,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,1921,
genesets_1_38,./results/,random,False,False,False,0.0015050570000312291,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,5225,
genesets_1_39,./results/,random,False,False,False,0.0014634970011684345,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,4073,
genesets_1_40,./results/,random,False,False,False,0.0014941680001356872,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,8537,
genesets_1_41,./results/,random,False,False,False,0.001482337000197731,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,3028,
genesets_1_42,./results/,random,False,False,False,0.0014842359996691812,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,3714,
genesets_1_43,./results/,random,False,False,False,0.0015117439997993642,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,5964,
genesets_1_44,./results/,random,False,False,False,0.001514878998932545,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,5281,
genesets_1_45,./results/,random,False,False,False,0.0015685359994677128,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,3899,
genesets_1_46,./results/,random,False,False,False,0.001537608999569784,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,8369,
genesets_1_47,./results/,random,False,False,False,0.001503856999988784,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,9869,
genesets_1_48,./results/,random,False,False,False,0.0014724749999004416,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,6381,
genesets_1_49,./results/,random,False,False,False,0.0014721829993504798,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,4006,
genesets_1_50,./results/,random,False,False,False,0.0015211170011752984,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,343,
genesets_1_51,./results/,random,False,False,False,0.0016254679994744947,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,2470,
genesets_1_52,./results/,random,False,False,False,0.0015243029993143864,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,830,
genesets_1_53,./results/,random,False,False,False,0.00149075800072751,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,6311,
genesets_1_54,./results/,random,False,False,False,0.0017692740002530627,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,1312,
genesets_1_55,./results/,random,False,False,False,0.0015044979991216678,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,7174,
genesets_1_56,./results/,random,False,False,False,0.001472504998673685,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,3550,
genesets_1_57,./results/,random,False,False,False,0.001496174001658801,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,7084,
genesets_1_58,./results/,random,False,False,False,0.001488474001234863,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,6455,
genesets_1_59,./results/,random,False,False,False,0.001608450000276207,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,6697,
genesets_1_60,./results/,random,False,False,False,0.0015108420011529233,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,1466,
genesets_1_61,./results/,random,False,False,False,0.0015336340002249926,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,4221,
genesets_1_62,./results/,random,False,False,False,0.0017170970004372066,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,7986,
genesets_1_63,./results/,highest_expr,True,True,False,0.010262776000672602,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,20,,,,[],,,
genesets_1_64,./results/,pca,True,True,False,0.07244889899993723,True,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,10,,,[],,,False
genesets_1_65,./results/,pca,True,True,True,0.2320597939997242,True,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,10,,,[],,,False
genesets_1_66,./results/,pca,True,True,False,0.09988021200115327,True,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,20,,,[],,,False
genesets_1_67,./results/,pca,True,True,True,0.32533891899947776,True,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,20,,,[],,,False
genesets_1_68,./results/,pca,True,True,False,0.11212266599977738,True,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,30,,,[],,,False
genesets_1_69,./results/,pca,True,True,True,0.42619683599878044,True,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,30,,,[],,,False
genesets_1_70,./results/,pca,True,True,False,0.047168536999379285,True,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,10,,,[],,,True
genesets_1_71,./results/,pca,True,True,True,0.18857820199991693,True,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,10,,,[],,,True
genesets_1_72,./results/,pca,True,True,False,0.07965184800013958,True,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,20,,,[],,,True
genesets_1_73,./results/,pca,True,True,True,0.3015958159994625,True,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,20,,,[],,,True
genesets_1_74,./results/,pca,True,True,False,0.10411599799954274,True,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,30,,,[],,,True
genesets_1_75,./results/,pca,True,True,True,0.4330470469994907,True,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,30,,,[],,,True
genesets_1_76,./results/,DE,True,True,False,0.30393915599961474,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,celltype,[],False,,
genesets_1_77,./results/,random,False,False,False,0.0017364739996992284,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,4166,
genesets_1_78,./results/,random,False,False,False,0.0014847999991616234,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,6098,
genesets_1_79,./results/,random,False,False,False,0.0015737289995740866,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,4527,
genesets_1_80,./results/,random,False,False,False,0.0015880720002314774,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,7733,
genesets_1_81,./results/,random,False,False,False,0.0017457400008424884,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,8473,
genesets_1_82,./results/,random,False,False,False,0.0016233020014624344,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,3857,
genesets_1_83,./results/,random,False,False,False,0.001665454999965732,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,3970,
genesets_1_84,./results/,random,False,False,False,0.0015459340011148015,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,5611,
genesets_1_85,./results/,random,False,False,False,0.001998878000449622,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,3273,
genesets_1_86,./results/,random,False,False,False,0.0014609630015911534,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,5822,
genesets_1_87,./results/,random,False,False,False,0.0014666130009572953,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,1938,
genesets_1_88,./results/,random,False,False,False,0.0014876029999868479,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,6780,
genesets_1_89,./results/,random,False,False,False,0.0015623039998899912,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,6890,
genesets_1_90,./results/,random,False,False,False,0.0014813809993938776,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,3301,
genesets_1_91,./results/,random,False,False,False,0.001497376999395783,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,9444,
genesets_1_92,./results/,random,False,False,False,0.0014834089997748379,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,7135,
genesets_1_93,./results/,random,False,False,False,0.0016551759999856586,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,5585,
genesets_1_94,./results/,random,False,False,False,0.0014581840005121194,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,7793,
genesets_1_95,./results/,random,False,False,False,0.001445812999008922,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,7609,
genesets_1_96,./results/,random,False,False,False,0.001532631998998113,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,2835,
genesets_1_97,./results/,random,False,False,False,0.0014497550000669435,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,571,
genesets_1_98,./results/,random,False,False,False,0.0014973350007494446,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,4000,
genesets_1_99,./results/,random,False,False,False,0.0015334649997384986,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,8571,
genesets_1_100,./results/,random,False,False,False,0.0014690200005134102,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,397,
genesets_1_101,./results/,random,False,False,False,0.0014614200008509215,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,1921,
genesets_1_102,./results/,random,False,False,False,0.0015258319999702508,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,5225,
genesets_1_103,./results/,random,False,False,False,0.0014656589992227964,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,4073,
genesets_1_104,./results/,random,False,False,False,0.001437588000044343,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,8537,
genesets_1_105,./results/,random,False,False,False,0.0014904250001563923,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,3028,
genesets_1_106,./results/,random,False,False,False,0.0014595960001315689,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,3714,
genesets_1_107,./results/,random,False,False,False,0.0015921130016067764,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,5964,
genesets_1_108,./results/,random,False,False,False,0.0014881110000715125,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,5281,
genesets_1_109,./results/,random,False,False,False,0.0015148250004131114,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,3899,
genesets_1_110,./results/,random,False,False,False,0.0014746260003448697,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,8369,
genesets_1_111,./results/,random,False,False,False,0.0015173739993770141,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,9869,
genesets_1_112,./results/,random,False,False,False,0.001452387999961502,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,6381,
genesets_1_113,./results/,random,False,False,False,0.0014527960011037067,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,4006,
genesets_1_114,./results/,random,False,False,False,0.0014625660005549435,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,343,
genesets_1_115,./results/,random,False,False,False,0.0015372090001619654,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,2470,
genesets_1_116,./results/,random,False,False,False,0.0014334200004668674,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,830,
genesets_1_117,./results/,random,False,False,False,0.0014722280011483235,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,6311,
genesets_1_118,./results/,random,False,False,False,0.0015348619999713264,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,1312,
genesets_1_119,./results/,random,False,False,False,0.0015430530002049636,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,7174,
genesets_1_120,./results/,random,False,False,False,0.00159396100025333,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,3550,
genesets_1_121,./results/,random,False,False,False,0.0014545680005539907,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,7084,
genesets_1_122,./results/,random,False,False,False,0.0014836619993729983,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,6455,
genesets_1_123,./results/,random,False,False,False,0.0015362659996753791,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,6697,
genesets_1_124,./results/,random,False,False,False,0.0014759079986106372,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,1466,
genesets_1_125,./results/,random,False,False,False,0.0014707430000271415,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,4221,
genesets_1_126,./results/,random,False,False,False,0.0014637229996878887,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,7986,
genesets_1_127,./results/,highest_expr,True,True,False,0.010392901000159327,,,/home/zeth/PycharmProjects/spapros/data/,small_data_raw_counts.h5ad,,,100,,,,[],,,
